run_id,source_run_09,bucket,n_users,truth_in_all,truth_in_pretrim,pretrim_cut_loss,hard_miss,hit_all_users,hit_pretrim_users,pretrim_file,pretrim_top_k_used,cand_all_avg,cand_all_median,cand_pretrim_avg,cand_pretrim_median,route_overlap_rate_on_all,route_overlap_rate_on_hit,route_zero_hit_rate_on_all,true_item_pop_median_all,true_item_pop_median_hit,true_item_pop_median_miss,segment_stats,profile_routes_enabled,route_any_als,route_unique_als,route_any_cluster,route_unique_cluster,route_any_profile,route_unique_profile,route_any_popular,route_unique_popular
20260317_233032,20260317_225205_full_stage09_candidate_fusion,2,26686,0.823128,0.69692,0.126208,0.176872,21966,18598,candidates_pretrim150.parquet,360,603.309,608,371.193,360,0.541258,0.657562,0.176872,190,254,56,"{'heavy': {'n_users': 1273, 'truth_in_all': 0.7046347211311862, 'truth_in_pretrim': 0.6582875098193244}, 'unknown': {'n_users': 3796, 'truth_in_all': 0.8922550052687039, 'truth_in_pretrim': 0.7668598524762908}, 'light': {'n_users': 18392, 'truth_in_all': 0.8222596781209222, 'truth_in_pretrim': 0.6868747281426707}, 'mid': {'n_users': 3225, 'truth_in_all': 0.7934883720930233, 'truth_in_pretrim': 0.6871317829457364}}","vector,shared,bridge_user",0.628907,0.156299,0.215656,0.022971,0.399835,0.052125,0.410402,0.050476
