run_id,source_run_09,bucket,n_users,cohort_users,cohort_csv,truth_in_all,truth_in_pretrim,pretrim_cut_loss,hard_miss,hit_all_users,hit_pretrim_users,truth_pre_rank_hit_median,top1_minus_truth_pre_score_mean,top10_floor_minus_truth_pre_score_mean,pretrim_file,pretrim_top_k_used,cand_all_avg,cand_all_median,cand_pretrim_avg,cand_pretrim_median,route_overlap_rate_on_all,route_overlap_rate_on_hit,route_zero_hit_rate_on_all,true_item_pop_median_all,true_item_pop_median_hit,true_item_pop_median_miss,segment_stats,profile_routes_enabled,route_any_als,route_unique_als,route_any_cluster,route_unique_cluster,route_any_profile,route_unique_profile,route_any_popular,route_unique_popular,truth_pre_rank_le_10,truth_pre_rank_le_20,truth_pre_rank_le_50,truth_pre_rank_le_100,truth_pre_rank_le_150
20260324_032725,20260324_030511_full_stage09_candidate_fusion,5,9765,9765,/root/autodl-tmp/5006_BDA_project/data/output/09_bucket_roster_diff/20260324_accepted_vs_v5_bucket5/bucket_5_accepted_truth_userid_roster.csv,0.881004,0.74511,0.135893,0.118996,8603,7276,89,0.85969,0.070588,candidates_pretrim150.parquet,420,861.216,863,485.269,500,0.672197,0.76299,0.118996,120,137,34,"{'nan': {'n_users': 451, 'truth_in_all': 0.9467849223946785, 'truth_in_pretrim': 0.8403547671840355}, 'heavy': {'n_users': 1273, 'truth_in_all': 0.8208955223880597, 'truth_in_pretrim': 0.7407698350353495}, 'mid': {'n_users': 3225, 'truth_in_all': 0.877829457364341, 'truth_in_pretrim': 0.7382945736434109}, 'light': {'n_users': 4816, 'truth_in_all': 0.8928571428571429, 'truth_in_pretrim': 0.7419019933554817}}","vector,profile_mv_short_semantic,profile_mv_long_core,profile_mv_pos_pos,shared,bridge_user",0.700768,0.100768,0.284281,0.017204,0.417921,0.036047,0.353405,0.014951,0.111737,0.197224,0.366135,0.533535,0.648708
