run_id,source_run_09,bucket,n_users,truth_in_all,truth_in_pretrim,pretrim_cut_loss,hard_miss,hit_all_users,hit_pretrim_users,pretrim_file,pretrim_top_k_used,cand_all_avg,cand_all_median,cand_pretrim_avg,cand_pretrim_median,route_overlap_rate_on_all,route_overlap_rate_on_hit,route_zero_hit_rate_on_all,true_item_pop_median_all,true_item_pop_median_hit,true_item_pop_median_miss,segment_stats,profile_routes_enabled,route_any_als,route_unique_als,route_any_cluster,route_unique_cluster,route_any_profile,route_unique_profile,route_any_popular,route_unique_popular
20260317_222500,20260317_220710_full_stage09_candidate_fusion,5,9765,0.838402,0.724834,0.113569,0.161598,8187,7078,candidates_pretrim150.parquet,420,718.148,719,432.252,440,0.579928,0.691706,0.161598,120,146,35,"{'heavy': {'n_users': 1273, 'truth_in_all': 0.7714061272584446, 'truth_in_pretrim': 0.7172034564021995}, 'unknown': {'n_users': 451, 'truth_in_all': 0.9312638580931264, 'truth_in_pretrim': 0.8470066518847007}, 'light': {'n_users': 4816, 'truth_in_all': 0.8556893687707641, 'truth_in_pretrim': 0.7236295681063123}, 'mid': {'n_users': 3225, 'truth_in_all': 0.826046511627907, 'truth_in_pretrim': 0.7125581395348837}}","vector,shared,bridge_user",0.700768,0.166001,0.284281,0.02427,0.45233,0.045878,0.353405,0.022325
