run_id,source_run_09,bucket,route,route_any_hit_rate,route_unique_hit_rate
20260317_222500,20260317_220710_full_stage09_candidate_fusion,5,als,0.700768,0.166001
20260317_222500,20260317_220710_full_stage09_candidate_fusion,5,cluster,0.284281,0.02427
20260317_222500,20260317_220710_full_stage09_candidate_fusion,5,profile,0.45233,0.045878
20260317_222500,20260317_220710_full_stage09_candidate_fusion,5,popular,0.353405,0.022325
