run_id,source_run_09,bucket,n_users,truth_in_all,truth_in_pretrim,pretrim_cut_loss,hard_miss,hit_all_users,hit_pretrim_users,pretrim_file,pretrim_top_k_used,cand_all_avg,cand_all_median,cand_pretrim_avg,cand_pretrim_median,route_overlap_rate_on_all,route_overlap_rate_on_hit,route_zero_hit_rate_on_all,true_item_pop_median_all,true_item_pop_median_hit,true_item_pop_median_miss,segment_stats,profile_routes_enabled,route_any_als,route_unique_als,route_any_cluster,route_unique_cluster,route_any_profile,route_unique_profile,route_any_popular,route_unique_popular
20260313_191007,20260311_005450_full_stage09_candidate_fusion,10,3618,0.947208,0.882255,0.064953,0.052792,3427,3192,candidates_pretrim150.parquet,900,1289.211,1292,943.626,850,0.771697,0.814707,0.052792,75,79,15,"{'heavy': {'n_users': 1273, 'truth_in_all': 0.9395129615082483, 'truth_in_pretrim': 0.9128043990573449}, 'unknown': {'n_users': 33, 'truth_in_all': 1.0, 'truth_in_pretrim': 0.9696969696969697}, 'light': {'n_users': 99, 'truth_in_all': 0.9797979797979798, 'truth_in_pretrim': 0.9393939393939394}, 'mid': {'n_users': 2213, 'truth_in_all': 0.9493899683687302, 'truth_in_pretrim': 0.8608224130140081}}","vector,shared,bridge_user,bridge_type",0.85738,0.123273,0.413765,0.015478,0.713378,0.03372,0.385572,0.00304
